data;links
29/04/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9531&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=42&indTipoSessao=E&tipo=uf
04/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9536&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=44&indTipoSessao=E&tipo=uf
04/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9539&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=44&indTipoSessao=E&tipo=uf
04/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9540&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=44&indTipoSessao=E&tipo=uf
04/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9541&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=44&indTipoSessao=E&tipo=uf
04/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9542&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=44&indTipoSessao=E&tipo=uf
05/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9543&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=45&indTipoSessao=E&tipo=uf
05/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9551&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=45&indTipoSessao=E&tipo=uf
05/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9555&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=45&indTipoSessao=E&tipo=uf
06/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9572&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=47&indTipoSessao=E&tipo=uf
06/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9573&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=47&indTipoSessao=E&tipo=uf
06/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9574&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=47&indTipoSessao=E&tipo=uf
06/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9575&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=47&indTipoSessao=E&tipo=uf
06/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9576&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=47&indTipoSessao=E&tipo=uf
06/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9577&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=47&indTipoSessao=E&tipo=uf
06/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9578&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=47&indTipoSessao=E&tipo=uf
06/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9579&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=47&indTipoSessao=E&tipo=uf
06/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9562&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=46&indTipoSessao=E&tipo=uf
06/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9567&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=46&indTipoSessao=E&tipo=uf
06/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9569&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=46&indTipoSessao=E&tipo=uf
06/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9570&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=46&indTipoSessao=E&tipo=uf
06/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9571&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=46&indTipoSessao=E&tipo=uf
11/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9583&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=48&indTipoSessao=E&tipo=uf
11/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9584&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=48&indTipoSessao=E&tipo=uf
11/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9585&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=48&indTipoSessao=E&tipo=uf
11/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9586&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=48&indTipoSessao=E&tipo=uf
11/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9587&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=48&indTipoSessao=E&tipo=uf
11/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9588&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=48&indTipoSessao=E&tipo=uf
12/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9598&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=50&indTipoSessao=E&tipo=uf
12/05/2021;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=9599&numLegislatura=56&codCasa=1&numSessaoLegislativa=3&indTipoSessaoLegislativa=O&numSessao=50&indTipoSessao=E&tipo=uf
